SD,SGG,Last Name,Population
서울특별시,노원구,장(蔣),128
서울특별시,노원구,전(全),6299
서울특별시,노원구,전(田),2082
서울특별시,노원구,전(錢),52
서울특별시,노원구,정(丁),2759
서울특별시,노원구,정(程),158
서울특별시,노원구,정(鄭),23448
서울특별시,노원구,제(諸),152
서울특별시,노원구,제갈(諸葛),46
서울특별시,노원구,조(曺),4252
서울특별시,노원구,조(趙),12724
서울특별시,노원구,좌(左),22
서울특별시,노원구,주(周),359
서울특별시,노원구,주(朱),2214
서울특별시,노원구,지(智),62
서울특별시,노원구,지(池),1775
서울특별시,노원구,진(晋),116
서울특별시,노원구,진(秦),165
서울특별시,노원구,진(陣),11
서울특별시,노원구,진(陳),1676
서울특별시,노원구,차(車),2067
서울특별시,노원구,채(蔡),1622
서울특별시,노원구,천(千),1175
서울특별시,노원구,최(催),36
서울특별시,노원구,최(崔),26510
서울특별시,노원구,추(秋),541
서울특별시,노원구,탁(卓),276
서울특별시,노원구,태(太),115
서울특별시,노원구,팽(彭),20
서울특별시,노원구,편(片),193
서울특별시,노원구,표(表),339
서울특별시,노원구,피(皮),130
서울특별시,노원구,하(夏),19
서울특별시,노원구,하(河),2204
서울특별시,노원구,한(韓),9478
서울특별시,노원구,함(咸),1103
서울특별시,노원구,허(許),3345
서울특별시,노원구,현(玄),946
서울특별시,노원구,형(邢),83
서울특별시,노원구,호(扈),64
서울특별시,노원구,호(胡),20
서울특별시,노원구,홍(洪),6989
서울특별시,노원구,황(黃),7764
서울특별시,노원구,황보(皇甫),67
서울특별시,은평구,가(賈),78
서울특별시,은평구,간(簡),20
서울특별시,은평구,갈(葛),19
서울특별시,은평구,감(甘),27
서울특별시,은평구,강(姜),10477
서울특별시,은평구,강(康),789
서울특별시,은평구,견(甄),25
서울특별시,은평구,경(慶),123
서울특별시,은평구,경(景),61
서울특별시,은평구,계(桂),100
서울특별시,은평구,고(高),4710
서울특별시,은평구,공(孔),875
서울특별시,은평구,곽(郭),1913
서울특별시,은평구,구(丘),163
서울특별시,은평구,구(具),1588
서울특별시,은평구,국(鞠),266
서울특별시,은평구,권(權),5860
서울특별시,은평구,금(琴),148
서울특별시,은평구,기(奇),317
서울특별시,은평구,기타,1178
서울특별시,은평구,길(吉),334
서울특별시,은평구,김(金),101461
서울특별시,은평구,나(羅),2032
서울특별시,은평구,남(南),2305
서울특별시,은평구,남궁(南宮),292
서울특별시,은평구,노(盧),2419
서울특별시,은평구,노(魯),683
서울특별시,은평구,단(段),14
서울특별시,은평구,당(唐),17
서울특별시,은평구,도(都),411
서울특별시,은평구,도(陶),13
서울특별시,은평구,동(董),52
서울특별시,은평구,두(杜),46
서울특별시,은평구,라(羅),259
서울특별시,은평구,류(柳),1170
서울특별시,은평구,마(馬),464
서울특별시,은평구,맹(孟),250
서울특별시,은평구,명(明),316
서울특별시,은평구,모(牟),276
서울특별시,은평구,목(睦),101
서울특별시,은평구,문(文),4358
서울특별시,은평구,민(閔),1985
서울특별시,은평구,박(朴),39342
서울특별시,은평구,반(潘),214
서울특별시,은평구,방(房),311
서울특별시,은평구,방(方),943
서울특별시,은평구,배(裵),3191
서울특별시,은평구,백(白),3652
서울특별시,은평구,범(范),59
서울특별시,은평구,변(卞),635
서울특별시,은평구,변(邊),683
서울특별시,은평구,복(卜),88
서울특별시,은평구,봉(奉),161
서울특별시,은평구,부(夫),67
서울특별시,은평구,빈(賓),20
서울특별시,은평구,사(史),130
서울특별시,은평구,사공(司空),27
서울특별시,은평구,상(尙),18
서울특별시,은평구,서(徐),7026
서울특별시,은평구,서문(西門),29
서울특별시,은평구,석(昔),102
서울특별시,은평구,석(石),425
서울특별시,은평구,선(宣),534
서울특별시,은평구,선우(鮮于),45
서울특별시,은평구,설(?),27
서울특별시,은평구,설(薛),406
서울특별시,은평구,성(成),1864
서울특별시,은평구,소(蘇),531
서울특별시,은평구,소(邵),15
서울특별시,은평구,손(孫),3636
서울특별시,은평구,송(宋),6926
서울특별시,은평구,승(承),48
서울특별시,은평구,시(施),5
서울특별시,은평구,시(柴),39
서울특별시,은평구,신(愼),532
서울특별시,은평구,신(申),7391
서울특별시,은평구,신(辛),1560
서울특별시,은평구,심(沈),2464
서울특별시,은평구,안(安),6651
서울특별시,은평구,양(梁),4588
서울특별시,은평구,양(楊),687
서울특별시,은평구,어(魚),183
서울특별시,은평구,엄(嚴),1238
서울특별시,은평구,여(余),129
서울특별시,은평구,여(呂),544
서울특별시,은평구,연(延),334
서울특별시,은평구,염(廉),692
서울특별시,은평구,예(芮),84
서울특별시,은평구,오(吳),7508
서울특별시,은평구,옥(玉),213
서울특별시,은평구,온(溫),78
서울특별시,은평구,왕(王),295
서울특별시,은평구,용(龍),130
서울특별시,은평구,우(禹),1742
서울특별시,은평구,원(元),1371
서울특별시,은평구,위(魏),317
서울특별시,은평구,유(兪),1631
서울특별시,은평구,유(劉),3121
서울특별시,은평구,유(庾),163
서울특별시,은평구,유(柳),5315
서울특별시,은평구,육(陸),215
서울특별시,은평구,윤(尹),10033
서울특별시,은평구,은(殷),187
서울특별시,은평구,음(陰),70
서울특별시,은평구,이(李),70737
서울특별시,은평구,인(印),294
서울특별시,은평구,임(任),2170
서울특별시,은평구,임(林),7994
서울특별시,은평구,장(張),9799
서울특별시,은평구,장(章),33
서울특별시,은평구,장(蔣),109
서울특별시,은평구,전(全),5025
서울특별시,은평구,전(田),1831
서울특별시,은평구,전(錢),42
서울특별시,은평구,정(丁),2328
서울특별시,은평구,정(程),113
서울특별시,은평구,정(鄭),19771
서울특별시,은평구,제(諸),164
서울특별시,은평구,제갈(諸葛),32
서울특별시,은평구,조(曺),3522
서울특별시,은평구,조(趙),10655
서울특별시,은평구,좌(左),20
서울특별시,은평구,주(周),335
서울특별시,은평구,주(朱),1912
서울특별시,은평구,지(智),52
서울특별시,은평구,지(池),1535
서울특별시,은평구,진(晋),82
서울특별시,은평구,진(秦),197
서울특별시,은평구,진(陣),13
서울특별시,은평구,진(陳),1419
서울특별시,은평구,차(車),1745
서울특별시,은평구,채(蔡),1356
서울특별시,은평구,천(千),1048
서울특별시,은평구,최(催),44
서울특별시,은평구,최(崔),21811
서울특별시,은평구,추(秋),478
서울특별시,은평구,탁(卓),247
서울특별시,은평구,태(太),115
서울특별시,은평구,팽(彭),18
서울특별시,은평구,편(片),132
서울특별시,은평구,표(表),329
서울특별시,은평구,피(皮),65
서울특별시,은평구,하(夏),5
서울특별시,은평구,하(河),1689
서울특별시,은평구,한(韓),7901
서울특별시,은평구,함(咸),907
서울특별시,은평구,허(許),2883
서울특별시,은평구,현(玄),796
서울특별시,은평구,형(邢),67
서울특별시,은평구,호(扈),114
서울특별시,은평구,호(胡),12
서울특별시,은평구,홍(洪),5583
서울특별시,은평구,황(黃),6509
서울특별시,은평구,황보(皇甫),77
서울특별시,서대문구,가(賈),54
서울특별시,서대문구,간(簡),13
서울특별시,서대문구,갈(葛),5
서울특별시,서대문구,감(甘),29
서울특별시,서대문구,강(姜),6816
서울특별시,서대문구,강(康),598
서울특별시,서대문구,견(甄),0
서울특별시,서대문구,경(慶),90
서울특별시,서대문구,경(景),25
서울특별시,서대문구,계(桂),66
서울특별시,서대문구,고(高),2845
서울특별시,서대문구,공(孔),495
서울특별시,서대문구,곽(郭),1217
서울특별시,서대문구,구(丘),123
서울특별시,서대문구,구(具),966
서울특별시,서대문구,국(鞠),129
서울특별시,서대문구,권(權),3752
서울특별시,서대문구,금(琴),90
서울특별시,서대문구,기(奇),233
서울특별시,서대문구,기타,861
서울특별시,서대문구,길(吉),243
서울특별시,서대문구,김(金),63816
서울특별시,서대문구,나(羅),1169
서울특별시,서대문구,남(南),1511
서울특별시,서대문구,남궁(南宮),132
서울특별시,서대문구,노(盧),1541
서울특별시,서대문구,노(魯),376
서울특별시,서대문구,단(段),16
서울특별시,서대문구,당(唐),9
서울특별시,서대문구,도(都),283
서울특별시,서대문구,도(陶),7
서울특별시,서대문구,동(董),38
서울특별시,서대문구,두(杜),49
서울특별시,서대문구,라(羅),100
서울특별시,서대문구,류(柳),817
서울특별시,서대문구,마(馬),224
서울특별시,서대문구,맹(孟),160
서울특별시,서대문구,명(明),220
서울특별시,서대문구,모(牟),129
서울특별시,서대문구,목(睦),61
서울특별시,서대문구,문(文),2723
서울특별시,서대문구,민(閔),1172
서울특별시,서대문구,박(朴),24475
서울특별시,서대문구,반(潘),127
서울특별시,서대문구,방(房),243
서울특별시,서대문구,방(方),541
서울특별시,서대문구,배(裵),2044
서울특별시,서대문구,백(白),2297
서울특별시,서대문구,범(范),24
서울특별시,서대문구,변(卞),375
서울특별시,서대문구,변(邊),417
서울특별시,서대문구,복(卜),70
서울특별시,서대문구,봉(奉),89
서울특별시,서대문구,부(夫),54
서울특별시,서대문구,빈(賓),11
서울특별시,서대문구,사(史),55
서울특별시,서대문구,사공(司空),26
서울특별시,서대문구,상(尙),22
서울특별시,서대문구,서(徐),4435
서울특별시,서대문구,서문(西門),6
서울특별시,서대문구,석(昔),50
서울특별시,서대문구,석(石),246
서울특별시,서대문구,선(宣),335
서울특별시,서대문구,선우(鮮于),33
서울특별시,서대문구,설(?),17
서울특별시,서대문구,설(薛),239
서울특별시,서대문구,성(成),1204
서울특별시,서대문구,소(蘇),310
서울특별시,서대문구,소(邵),8
서울특별시,서대문구,손(孫),2415
서울특별시,서대문구,송(宋),4200
서울특별시,서대문구,승(承),12
서울특별시,서대문구,시(施),0
서울특별시,서대문구,시(柴),31
서울특별시,서대문구,신(愼),326
서울특별시,서대문구,신(申),4753
서울특별시,서대문구,신(辛),914
서울특별시,서대문구,심(沈),1718
서울특별시,서대문구,안(安),4190
서울특별시,서대문구,양(梁),2764
서울특별시,서대문구,양(楊),461
서울특별시,서대문구,어(魚),106
서울특별시,서대문구,엄(嚴),818
서울특별시,서대문구,여(余),84
서울특별시,서대문구,여(呂),318
서울특별시,서대문구,연(延),205
서울특별시,서대문구,염(廉),425
서울특별시,서대문구,예(芮),59
서울특별시,서대문구,오(吳),4664
서울특별시,서대문구,옥(玉),133
서울특별시,서대문구,온(溫),52
서울특별시,서대문구,왕(王),165
서울특별시,서대문구,용(龍),78
서울특별시,서대문구,우(禹),1112
서울특별시,서대문구,원(元),727
서울특별시,서대문구,위(魏),195
서울특별시,서대문구,유(兪),1134
서울특별시,서대문구,유(劉),1894
서울특별시,서대문구,유(庾),109
서울특별시,서대문구,유(柳),3360
서울특별시,서대문구,육(陸),145
서울특별시,서대문구,윤(尹),6462
서울특별시,서대문구,은(殷),124
서울특별시,서대문구,음(陰),28
서울특별시,서대문구,이(李),44505
서울특별시,서대문구,인(印),167
서울특별시,서대문구,임(任),1290
서울특별시,서대문구,임(林),5050
서울특별시,서대문구,장(張),5882
서울특별시,서대문구,장(章),9
서울특별시,서대문구,장(蔣),99
서울특별시,서대문구,전(全),3107
서울특별시,서대문구,전(田),1158
서울특별시,서대문구,전(錢),23
서울특별시,서대문구,정(丁),1576
서울특별시,서대문구,정(程),67
서울특별시,서대문구,정(鄭),12335
서울특별시,서대문구,제(諸),67
서울특별시,서대문구,제갈(諸葛),35
서울특별시,서대문구,조(曺),2379
서울특별시,서대문구,조(趙),6827
서울특별시,서대문구,좌(左),14
서울특별시,서대문구,주(周),181
서울특별시,서대문구,주(朱),1241
서울특별시,서대문구,지(智),30
서울특별시,서대문구,지(池),913
서울특별시,서대문구,진(晋),54
서울특별시,서대문구,진(秦),134
서울특별시,서대문구,진(陣),5
서울특별시,서대문구,진(陳),941
서울특별시,서대문구,차(車),1152
서울특별시,서대문구,채(蔡),761
서울특별시,서대문구,천(千),629
서울특별시,서대문구,최(催),23
서울특별시,서대문구,최(崔),13790
서울특별시,서대문구,추(秋),296
서울특별시,서대문구,탁(卓),114
서울특별시,서대문구,태(太),79
서울특별시,서대문구,팽(彭),7
서울특별시,서대문구,편(片),101
서울특별시,서대문구,표(表),201
서울특별시,서대문구,피(皮),48
서울특별시,서대문구,하(夏),18
서울특별시,서대문구,하(河),1170
서울특별시,서대문구,한(韓),5053
서울특별시,서대문구,함(咸),542
서울특별시,서대문구,허(許),1956
서울특별시,서대문구,현(玄),511
서울특별시,서대문구,형(邢),36
서울특별시,서대문구,호(扈),33
서울특별시,서대문구,호(胡),11
서울특별시,서대문구,홍(洪),3725
서울특별시,서대문구,황(黃),4237
서울특별시,서대문구,황보(皇甫),42
서울특별시,마포구,가(賈),42
서울특별시,마포구,간(簡),29
서울특별시,마포구,갈(葛),16
서울특별시,마포구,감(甘),43
서울특별시,마포구,강(姜),8272
서울특별시,마포구,강(康),764
서울특별시,마포구,견(甄),8
서울특별시,마포구,경(慶),95
서울특별시,마포구,경(景),22
서울특별시,마포구,계(桂),76
서울특별시,마포구,고(高),3572
서울특별시,마포구,공(孔),671
서울특별시,마포구,곽(郭),1531
서울특별시,마포구,구(丘),135
서울특별시,마포구,구(具),1411
서울특별시,마포구,국(鞠),157
서울특별시,마포구,권(權),4872
서울특별시,마포구,금(琴),146
서울특별시,마포구,기(奇),266
서울특별시,마포구,기타,1045
서울특별시,마포구,길(吉),259
서울특별시,마포구,김(金),77754
서울특별시,마포구,나(羅),1407
서울특별시,마포구,남(南),1959
서울특별시,마포구,남궁(南宮),182
서울특별시,마포구,노(盧),1958
서울특별시,마포구,노(魯),506
서울특별시,마포구,단(段),33
서울특별시,마포구,당(唐),7
서울특별시,마포구,도(都),351
서울특별시,마포구,도(陶),10
서울특별시,마포구,동(董),35
서울특별시,마포구,두(杜),57
서울특별시,마포구,라(羅),185
서울특별시,마포구,류(柳),1142
서울특별시,마포구,마(馬),341
서울특별시,마포구,맹(孟),190
서울특별시,마포구,명(明),205
서울특별시,마포구,모(牟),155
서울특별시,마포구,목(睦),54
서울특별시,마포구,문(文),3421
서울특별시,마포구,민(閔),1516
서울특별시,마포구,박(朴),29928
서울특별시,마포구,반(潘),211
서울특별시,마포구,방(房),252
서울특별시,마포구,방(方),632
서울특별시,마포구,배(裵),2732
서울특별시,마포구,백(白),2863
서울특별시,마포구,범(范),19
서울특별시,마포구,변(卞),467
서울특별시,마포구,변(邊),499
서울특별시,마포구,복(卜),69
서울특별시,마포구,봉(奉),121
서울특별시,마포구,부(夫),68
서울특별시,마포구,빈(賓),23
서울특별시,마포구,사(史),81
서울특별시,마포구,사공(司空),13
서울특별시,마포구,상(尙),31
서울특별시,마포구,서(徐),5560
서울특별시,마포구,서문(西門),24
서울특별시,마포구,석(昔),53
서울특별시,마포구,석(石),321
서울특별시,마포구,선(宣),375
서울특별시,마포구,선우(鮮于),53
서울특별시,마포구,설(?),22
서울특별시,마포구,설(薛),336
서울특별시,마포구,성(成),1393
서울특별시,마포구,소(蘇),538
서울특별시,마포구,소(邵),33
서울특별시,마포구,손(孫),3097
서울특별시,마포구,송(宋),5282
서울특별시,마포구,승(承),20
서울특별시,마포구,시(施),0
서울특별시,마포구,시(柴),17
서울특별시,마포구,신(愼),457
서울특별시,마포구,신(申),5755
서울특별시,마포구,신(辛),1302
서울특별시,마포구,심(沈),2026
서울특별시,마포구,안(安),5281
서울특별시,마포구,양(梁),3424
서울특별시,마포구,양(楊),605
서울특별시,마포구,어(魚),151
서울특별시,마포구,엄(嚴),1021
서울특별시,마포구,여(余),121
서울특별시,마포구,여(呂),462
서울특별시,마포구,연(延),286
서울특별시,마포구,염(廉),508
서울특별시,마포구,예(芮),96
서울특별시,마포구,오(吳),5962
서울특별시,마포구,옥(玉),135
서울특별시,마포구,온(溫),52
서울특별시,마포구,왕(王),214
서울특별시,마포구,용(龍),97
서울특별시,마포구,우(禹),1399
서울특별시,마포구,원(元),945
서울특별시,마포구,위(魏),247
서울특별시,마포구,유(兪),1323
서울특별시,마포구,유(劉),2287
서울특별시,마포구,유(庾),132
서울특별시,마포구,유(柳),3918
서울특별시,마포구,육(陸),171
서울특별시,마포구,윤(尹),7853
서울특별시,마포구,은(殷),147
서울특별시,마포구,음(陰),53
서울특별시,마포구,이(李),56685
서울특별시,마포구,인(印),201
서울특별시,마포구,임(任),1572
서울특별시,마포구,임(林),6237
서울특별시,마포구,장(張),7613
서울특별시,마포구,장(章),35
서울특별시,마포구,장(蔣),134
서울특별시,마포구,전(全),3934
서울특별시,마포구,전(田),1383
서울특별시,마포구,전(錢),38
서울특별시,마포구,정(丁),1888
서울특별시,마포구,정(程),94
서울특별시,마포구,정(鄭),15467
서울특별시,마포구,제(諸),102
서울특별시,마포구,제갈(諸葛),25
서울특별시,마포구,조(曺),2865
서울특별시,마포구,조(趙),8443
서울특별시,마포구,좌(左),21
서울특별시,마포구,주(周),214
서울특별시,마포구,주(朱),1370
서울특별시,마포구,지(智),49
서울특별시,마포구,지(池),1110
서울특별시,마포구,진(晋),52
서울특별시,마포구,진(秦),185
서울특별시,마포구,진(陣),6
서울특별시,마포구,진(陳),1071
서울특별시,마포구,차(車),1407
서울특별시,마포구,채(蔡),1118
서울특별시,마포구,천(千),780
서울특별시,마포구,최(催),28
서울특별시,마포구,최(崔),16890
서울특별시,마포구,추(秋),398
서울특별시,마포구,탁(卓),151
서울특별시,마포구,태(太),80
서울특별시,마포구,팽(彭),23
서울특별시,마포구,편(片),97
서울특별시,마포구,표(表),248
서울특별시,마포구,피(皮),65
서울특별시,마포구,하(夏),22
서울특별시,마포구,하(河),1543
서울특별시,마포구,한(韓),6292
서울특별시,마포구,함(咸),550
서울특별시,마포구,허(許),2355
서울특별시,마포구,현(玄),638
서울특별시,마포구,형(邢),71
서울특별시,마포구,호(扈),49
서울특별시,마포구,호(胡),18
서울특별시,마포구,홍(洪),4745
서울특별시,마포구,황(黃),4996
서울특별시,마포구,황보(皇甫),54
서울특별시,양천구,가(賈),74
서울특별시,양천구,간(簡),26
서울특별시,양천구,갈(葛),24
서울특별시,양천구,감(甘),35
서울특별시,양천구,강(姜),10159
서울특별시,양천구,강(康),927
서울특별시,양천구,견(甄),10
서울특별시,양천구,경(慶),179
서울특별시,양천구,경(景),61
서울특별시,양천구,계(桂),95
서울특별시,양천구,고(高),4434
서울특별시,양천구,공(孔),720
서울특별시,양천구,곽(郭),1877
서울특별시,양천구,구(丘),204
서울특별시,양천구,구(具),1779
서울특별시,양천구,국(鞠),192
서울특별시,양천구,권(權),6126
서울특별시,양천구,금(琴),228
서울특별시,양천구,기(奇),285
서울특별시,양천구,기타,1213
서울특별시,양천구,길(吉),320
서울특별시,양천구,김(金),96799
서울특별시,양천구,나(羅),1631
서울특별시,양천구,남(南),2609
서울특별시,양천구,남궁(南宮),213
서울특별시,양천구,노(盧),2366
서울특별시,양천구,노(魯),561
서울특별시,양천구,단(段),23
서울특별시,양천구,당(唐),6
서울특별시,양천구,도(都),439
서울특별시,양천구,도(陶),15
서울특별시,양천구,동(董),50
서울특별시,양천구,두(杜),80
서울특별시,양천구,라(羅),243
서울특별시,양천구,류(柳),1339
서울특별시,양천구,마(馬),429
서울특별시,양천구,맹(孟),259
서울특별시,양천구,명(明),339
서울특별시,양천구,모(牟),211
서울특별시,양천구,목(睦),95
서울특별시,양천구,문(文),4318
서울특별시,양천구,민(閔),1910
서울특별시,양천구,박(朴),37429
서울특별시,양천구,반(潘),245
서울특별시,양천구,방(房),346
서울특별시,양천구,방(方),966
서울특별시,양천구,배(裵),3038
서울특별시,양천구,백(白),3531
서울특별시,양천구,범(范),43
서울특별시,양천구,변(卞),533
서울특별시,양천구,변(邊),658
서울특별시,양천구,복(卜),117
서울특별시,양천구,봉(奉),175
서울특별시,양천구,부(夫),67
서울특별시,양천구,빈(賓),22
서울특별시,양천구,사(史),125
서울특별시,양천구,사공(司空),28
서울특별시,양천구,상(尙),27
서울특별시,양천구,서(徐),6640
서울특별시,양천구,서문(西門),22
서울특별시,양천구,석(昔),82
서울특별시,양천구,석(石),355
서울특별시,양천구,선(宣),401
서울특별시,양천구,선우(鮮于),49
서울특별시,양천구,설(?),47
서울특별시,양천구,설(薛),367
서울특별시,양천구,성(成),1826
서울특별시,양천구,소(蘇),548
서울특별시,양천구,소(邵),6
서울특별시,양천구,손(孫),3706
서울특별시,양천구,송(宋),6600
서울특별시,양천구,승(承),29
서울특별시,양천구,시(施),0
서울특별시,양천구,시(柴),33
서울특별시,양천구,신(愼),508
서울특별시,양천구,신(申),7436
서울특별시,양천구,신(辛),1377
서울특별시,양천구,심(沈),2556
서울특별시,양천구,안(安),6611
서울특별시,양천구,양(梁),4403
서울특별시,양천구,양(楊),627
서울특별시,양천구,어(魚),205
서울특별시,양천구,엄(嚴),1211
서울특별시,양천구,여(余),115
서울특별시,양천구,여(呂),543
서울특별시,양천구,연(延),274
서울특별시,양천구,염(廉),680
서울특별시,양천구,예(芮),109
서울특별시,양천구,오(吳),7240
서울특별시,양천구,옥(玉),152
서울특별시,양천구,온(溫),46
서울특별시,양천구,왕(王),265
서울특별시,양천구,용(龍),129
서울특별시,양천구,우(禹),1509
서울특별시,양천구,원(元),1372
서울특별시,양천구,위(魏),369
서울특별시,양천구,유(兪),1800
서울특별시,양천구,유(劉),2843
서울특별시,양천구,유(庾),178
서울특별시,양천구,유(柳),5292
서울특별시,양천구,육(陸),235
서울특별시,양천구,윤(尹),9894
서울특별시,양천구,은(殷),183
서울특별시,양천구,음(陰),47
서울특별시,양천구,이(李),70124
서울특별시,양천구,인(印),299
서울특별시,양천구,임(任),2112
서울특별시,양천구,임(林),7841
서울특별시,양천구,장(張),9360
서울특별시,양천구,장(章),29
서울특별시,양천구,장(蔣),130
서울특별시,양천구,전(全),4924
서울특별시,양천구,전(田),1796
서울특별시,양천구,전(錢),46
서울특별시,양천구,정(丁),2399
서울특별시,양천구,정(程),99
서울특별시,양천구,정(鄭),19410
서울특별시,양천구,제(諸),105
서울특별시,양천구,제갈(諸葛),33
서울특별시,양천구,조(曺),3404
서울특별시,양천구,조(趙),10664
서울특별시,양천구,좌(左),25
서울특별시,양천구,주(周),342
서울특별시,양천구,주(朱),1726
서울특별시,양천구,지(智),62
서울특별시,양천구,지(池),1408
서울특별시,양천구,진(晋),86
서울특별시,양천구,진(秦),192
서울특별시,양천구,진(陣),14
서울특별시,양천구,진(陳),1298
서울특별시,양천구,차(車),1793
서울특별시,양천구,채(蔡),1374
서울특별시,양천구,천(千),903
서울특별시,양천구,최(催),30
서울특별시,양천구,최(崔),20931
서울특별시,양천구,추(秋),506
서울특별시,양천구,탁(卓),167
서울특별시,양천구,태(太),107
서울특별시,양천구,팽(彭),43
서울특별시,양천구,편(片),150
서울특별시,양천구,표(表),269
서울특별시,양천구,피(皮),80
서울특별시,양천구,하(夏),8
서울특별시,양천구,하(河),1766
서울특별시,양천구,한(韓),7844
서울특별시,양천구,함(咸),756
서울특별시,양천구,허(許),2893
서울특별시,양천구,현(玄),779
서울특별시,양천구,형(邢),76
서울특별시,양천구,호(扈),51
서울특별시,양천구,호(胡),14
서울특별시,양천구,홍(洪),5671
서울특별시,양천구,황(黃),6280
서울특별시,양천구,황보(皇甫),73
서울특별시,강서구,가(賈),88
서울특별시,강서구,간(簡),21
서울특별시,강서구,갈(葛),26
서울특별시,강서구,감(甘),49
서울특별시,강서구,강(姜),12828
서울특별시,강서구,강(康),1125
서울특별시,강서구,견(甄),14
서울특별시,강서구,경(慶),275
서울특별시,강서구,경(景),59
서울특별시,강서구,계(桂),116
서울특별시,강서구,고(高),5460
서울특별시,강서구,공(孔),942
서울특별시,강서구,곽(郭),2224
서울특별시,강서구,구(丘),243
서울특별시,강서구,구(具),1907
서울특별시,강서구,국(鞠),246
서울특별시,강서구,권(權),7624
서울특별시,강서구,금(琴),209
서울특별시,강서구,기(奇),363
서울특별시,강서구,기타,1489
서울특별시,강서구,길(吉),422
서울특별시,강서구,김(金),119920
서울특별시,강서구,나(羅),2025
서울특별시,강서구,남(南),2923
서울특별시,강서구,남궁(南宮),298
서울특별시,강서구,노(盧),3157
서울특별시,강서구,노(魯),722
서울특별시,강서구,단(段),42
서울특별시,강서구,당(唐),18
서울특별시,강서구,도(都),565
서울특별시,강서구,도(陶),25
서울특별시,강서구,동(董),77
서울특별시,강서구,두(杜),81
서울특별시,강서구,라(羅),276
서울특별시,강서구,류(柳),1534
서울특별시,강서구,마(馬),493
서울특별시,강서구,맹(孟),254
서울특별시,강서구,명(明),375
서울특별시,강서구,모(牟),219
서울특별시,강서구,목(睦),94
서울특별시,강서구,문(文),5169
서울특별시,강서구,민(閔),2249
서울특별시,강서구,박(朴),45716
서울특별시,강서구,반(潘),324
서울특별시,강서구,방(房),370
서울특별시,강서구,방(方),1067
서울특별시,강서구,배(裵),3725
서울특별시,강서구,백(白),4357
서울특별시,강서구,범(范),45
서울특별시,강서구,변(卞),814
서울특별시,강서구,변(邊),767
서울특별시,강서구,복(卜),122
서울특별시,강서구,봉(奉),177
서울특별시,강서구,부(夫),101
서울특별시,강서구,빈(賓),38
서울특별시,강서구,사(史),153
서울특별시,강서구,사공(司空),29
서울특별시,강서구,상(尙),29
서울특별시,강서구,서(徐),8009
서울특별시,강서구,서문(西門),17
서울특별시,강서구,석(昔),117
서울특별시,강서구,석(石),463
서울특별시,강서구,선(宣),547
서울특별시,강서구,선우(鮮于),58
서울특별시,강서구,설(?),32
서울특별시,강서구,설(薛),419
서울특별시,강서구,성(成),2217
서울특별시,강서구,소(蘇),596
서울특별시,강서구,소(邵),18
서울특별시,강서구,손(孫),4474
서울특별시,강서구,송(宋),8269
서울특별시,강서구,승(承),30
서울특별시,강서구,시(施),14
서울특별시,강서구,시(柴),37
서울특별시,강서구,신(愼),570
서울특별시,강서구,신(申),9009
서울특별시,강서구,신(辛),1765
서울특별시,강서구,심(沈),3298
서울특별시,강서구,안(安),7940
서울특별시,강서구,양(梁),5350
서울특별시,강서구,양(楊),795
서울특별시,강서구,어(魚),207
서울특별시,강서구,엄(嚴),1568
서울특별시,강서구,여(余),132
서울특별시,강서구,여(呂),576
서울특별시,강서구,연(延),346
서울특별시,강서구,염(廉),821
서울특별시,강서구,예(芮),102
서울특별시,강서구,오(吳),9034
서울특별시,강서구,옥(玉),228
서울특별시,강서구,온(溫),74
서울특별시,강서구,왕(王),391
서울특별시,강서구,용(龍),161
서울특별시,강서구,우(禹),1919
서울특별시,강서구,원(元),1562
서울특별시,강서구,위(魏),448
서울특별시,강서구,유(兪),1981
서울특별시,강서구,유(劉),3758
서울특별시,강서구,유(庾),171
서울특별시,강서구,유(柳),6627
서울특별시,강서구,육(陸),279
서울특별시,강서구,윤(尹),11921
서울특별시,강서구,은(殷),210
서울특별시,강서구,음(陰),59
서울특별시,강서구,이(李),84751
서울특별시,강서구,인(印),333
서울특별시,강서구,임(任),2406
서울특별시,강서구,임(林),9504
서울특별시,강서구,장(張),11454
서울특별시,강서구,장(章),58
서울특별시,강서구,장(蔣),163
서울특별시,강서구,전(全),6212
서울특별시,강서구,전(田),2159
서울특별시,강서구,전(錢),31
서울특별시,강서구,정(丁),3036
서울특별시,강서구,정(程),143
서울특별시,강서구,정(鄭),22999
서울특별시,강서구,제(諸),140
서울특별시,강서구,제갈(諸葛),38
서울특별시,강서구,조(曺),4275
서울특별시,강서구,조(趙),12877
서울특별시,강서구,좌(左),43
서울특별시,강서구,주(周),374
서울특별시,강서구,주(朱),2313
서울특별시,강서구,지(智),73
서울특별시,강서구,지(池),1706
서울특별시,강서구,진(晋),112
서울특별시,강서구,진(秦),205
서울특별시,강서구,진(陣),12
서울특별시,강서구,진(陳),1544
서울특별시,강서구,차(車),2257
서울특별시,강서구,채(蔡),1579
서울특별시,강서구,천(千),1260
서울특별시,강서구,최(催),38
서울특별시,강서구,최(崔),25721
서울특별시,강서구,추(秋),640
서울특별시,강서구,탁(卓),239
서울특별시,강서구,태(太),112
서울특별시,강서구,팽(彭),41
서울특별시,강서구,편(片),195
서울특별시,강서구,표(表),350
서울특별시,강서구,피(皮),82
